cpf,name,date_of_birth,salary_range,phone
319497279,Jorge Mello Vilar,1960-04-17,5000-8000,(16) 9899-2476
554124167,Carlos Correa Luca,2002-07-01,12000+,(86) 9810-5497
588646337,Gustavo Silvestri Teles,1960-06-02,5000-8000,(31) 9259-4195
465283768,Amanda Lopes Rizzo,1974-11-08,12000+,(74) 8812-8925
262852446,Sofia Ferrari Muller,1966-01-05,2000-5000,(15) 9565-3292
209633214,Sergio Barbosa Medeiros,1993-01-16,8000-12000,(17) 7927-6175
386016593,Daniele Ribeiro Fiore,1999-07-27,5000-8000,(15) 9385-8583
551118128,Teresa Ferretti Garcia,1993-02-09,2000-5000,(16) 7009-9856
243297977,Leticia Ferreira Ferretti,1960-06-02,8000-12000,(16) 7887-1541
365530936,Enrico Rodrigues Mello,1994-05-20,8000-12000,(17) 9795-2417
224729323,Joao Lozzano Melo,1962-11-04,0-2000,(16) 7275-3977
409114912,Mariana Marques Campos,1979-12-14,8000-12000,(79) 7494-2165
283802042,Sinezio Milani Quaresma,1979-05-02,5000-8000,(19) 7701-9115
450649797,Laura Justi Pinheiro,1963-04-25,5000-8000,(79) 7326-9757
306934731,Etori Ferrari Perez,1964-02-22,0-2000,(16) 8261-6413
209463045,Charles Antonelli Batista,1964-03-07,12000+,(17) 7197-9246
544102554,Etori Ferraz Monteiro,1998-05-29,12000+,(17) 9448-6436
448944677,Carlos Schmidt Mantovani,2003-01-12,0-2000,(12) 7312-9292
263851570,Maria Amorim Santana,1997-01-08,12000+,(13) 7958-9177
497812002,Luiza Bastos Menezes,1992-06-07,8000-12000,(17) 7543-4616
405631263,Jennifer Pinheiro Barbosa,1984-07-10,0-2000,(21) 9608-6256
494678934,Ana Gomes Campos,1986-03-20,2000-5000,(31) 7250-7216
245209995,Alessandra Ferreira Gonçalves,1995-08-12,5000-8000,(13) 7297-7725
377525595,Juliana Harper Simom,1971-08-09,5000-8000,(19) 7779-4389
475573360,Lucia Paes Kropf,1971-03-09,0-2000,(19) 8265-4436
437686122,Juliana Oliveira Dias,1992-05-14,12000+,(74) 8622-7824
582797974,Fernanda Simas Schneider,1962-01-25,5000-8000,(74) 9044-4394
357223262,Rogerio Lins Cunha,1975-07-10,12000+,(21) 8422-6275
505691650,Miquel Padovani Bezerra,2003-04-15,12000+,(74) 7993-6941
581035813,Carla Teteshi Manoel,1989-04-29,12000+,(86) 7327-7998
531194586,Felipe Borges Ferreira,1987-10-13,2000-5000,(12) 7353-3811
340946157,Simone Gonçalves Romano,1983-08-18,5000-8000,(79) 9354-1637
235504637,Cristina Garcia Ribeiro,1978-03-07,12000+,(19) 9817-4542
511923627,Gustavo Medeiros Duarte,1963-08-25,2000-5000,(79) 8557-5677
363177680,Renato Araujo Girardi,1993-05-23,8000-12000,(12) 9422-4177
383260985,Tabata Simom Mello,1972-05-12,12000+,(79) 8907-1188
518694593,Mariana Martins Sato,1981-01-22,8000-12000,(31) 8830-6789
210455252,Cristiane Leite Pierri,1962-04-03,2000-5000,(17) 9516-8939
302337797,Clara Arcuri Souza,1974-09-09,0-2000,(31) 9602-9647
592703142,Alexandre Villa Vieira,1974-02-10,2000-5000,(16) 7665-5373
355009701,Rogerio Moreira Caruso,1960-08-17,0-2000,(17) 8385-7661
585465165,Miquel Fontes Alves,1989-04-01,2000-5000,(31) 7392-7891
493540948,Teresa Uehara Mantovani,1960-09-01,8000-12000,(79) 8824-7811
348768819,Laura Fernandes Simom,1961-11-22,0-2000,(15) 9084-4988
457294585,Enrico Cunha Campos,1963-03-16,5000-8000,(13) 8268-9354
596431296,Frederico Moreno Nardoni,1964-04-18,12000+,(12) 7206-3393
276414278,Lucas Correa Quaresma,2001-09-17,8000-12000,(13) 7500-7636
427253038,Lucas Bezerra Santana,1982-05-21,8000-12000,(74) 7902-1862
520899032,Lara Gonçalves Melo,1965-07-26,5000-8000,(15) 7989-9585
553696816,Brenda Olimpio Vieira,1969-11-08,12000+,(19) 7558-5794
486131003,Juliana Manoel Toffoli,1978-02-26,0-2000,(79) 8390-2373
344796486,Katia Teteshi Pinheiro,1960-04-26,0-2000,(74) 9298-7491
210851617,Guilherme Romano Correa,1968-04-15,2000-5000,(15) 7653-7855
250104715,Breno Zucatelli Girardi,1984-02-05,5000-8000,(19) 7033-2776
233449659,Sofia Mendes Pereira,2001-04-06,8000-12000,(74) 7385-7862
574366107,Danilo Bianchi Nicoletti,1979-10-13,0-2000,(79) 8923-8995
426772662,Carlos Ferrari Viana,1993-09-17,5000-8000,(13) 8156-9675
322147509,Carlos Dias Simas,2001-07-26,5000-8000,(21) 9685-8333
486793304,Deisemara Dias Costa,1991-08-30,0-2000,(86) 7016-3116
567597175,Julio Duarte Justi,1982-03-14,0-2000,(21) 8094-1258
308276081,Osvaldo Gonzalez Melo,1966-06-28,12000+,(16) 8178-3333
582076291,Alexandre Simas Padovani,1961-02-22,5000-8000,(15) 9736-2815
575905542,Lucia Martinelli Pierri,1995-05-14,5000-8000,(79) 9431-1386
231430998,Barbara Manoel Ambrosio,1990-06-05,12000+,(17) 9436-5861
400315383,Ricardo Okada Fonseca,2001-03-01,2000-5000,(86) 8535-9534
248417013,Lara Milani Cardoso,1993-05-15,2000-5000,(15) 8799-1577
394554026,Cristiane Lozzano Alves,2001-04-29,5000-8000,(86) 7150-8752
499504286,Barbara Mantovani Teles,1998-10-19,12000+,(21) 9707-7162
451389965,Vinicius Martins Moraes,1960-03-07,5000-8000,(17) 9246-7993
445199749,Vivian Ferri Teles,1960-08-25,12000+,(13) 9740-3887
238857674,Renato Lozzano Perez,1989-08-18,8000-12000,(86) 8197-1936
438091761,Carla Pinheiro Ferreira,1983-04-19,12000+,(17) 7113-9718
459900521,Cristina Melo Colombo,1994-10-03,12000+,(79) 7625-6819
363725188,Augusto Borges Prado,1986-11-26,2000-5000,(74) 9723-9637
530758704,Rafael Harper Correa,1981-08-01,8000-12000,(86) 8026-9637
396777057,Zacarias Gonzalez Stefanelli,1986-06-06,2000-5000,(21) 9155-7323
411805642,Rogerio Gonzalez Mendes,2003-07-31,12000+,(86) 7759-9414
308064409,Carol Bernardi Moura,1971-06-24,12000+,(13) 9728-2759
311200301,Isadora Colombo Rodrigues,1975-12-17,12000+,(21) 9680-6935
559665089,Ricardo Bianchi Luca,2002-01-23,12000+,(21) 8870-2886
357593009,Renata Gomes Rossi,1988-08-22,2000-5000,(15) 8226-7264
493996534,Regina Lorenzetti Zardetto,1963-06-20,2000-5000,(19) 9494-2814
249739537,Willian Girardi Toffoli,1974-04-23,5000-8000,(12) 9039-1388
457197390,Leticia Amaral Gomes,1965-12-14,2000-5000,(15) 8697-2664
488408993,Ricardo Padovani Wainer,1979-09-10,0-2000,(31) 8136-2881
217459912,Teresa Correa Olimpio,1970-10-04,0-2000,(21) 7713-4891
298704966,Luiza Nogueira Padovani,1992-12-25,2000-5000,(16) 8370-2786
503671976,Alessandra Moraes Nicoletti,1981-11-16,5000-8000,(13) 8711-9713
419467285,Mauricio Simas Antonelli,1985-02-05,5000-8000,(31) 8779-3721
212601756,Clara Freitas Justi,1975-03-21,0-2000,(21) 9391-9413
517500693,Giulia Bianchi Rodrigues,1971-08-26,0-2000,(79) 7396-3479
303200540,Gustavo Teles Rizzo,1988-03-05,0-2000,(19) 9442-2784
579506439,Almir Dias Justi,1994-05-01,12000+,(17) 9493-4689
451544564,Giulia Batista Almeida,1963-12-04,2000-5000,(31) 9455-5335
381716257,Luciana Justi Schneider,1976-06-22,2000-5000,(74) 7987-5481
559623376,Joao Pinheiro Machado,1962-01-25,5000-8000,(31) 8027-1483
384953603,Luciana Nardoni Ambrosio,1965-02-12,2000-5000,(17) 9724-4613
285232377,Julia Duarte Varella,1973-08-06,0-2000,(13) 7960-2473
250480412,Giulia Dias Teles,1997-08-19,0-2000,(79) 9359-6454
265660736,Lucia Zardetto Barbosa,2000-10-04,8000-12000,(19) 7385-1649
419734407,Cristina Schmidt Rizzo,1997-12-12,8000-12000,(12) 7828-4241
298549002,Amabile Rocha Mello,1999-08-07,0-2000,(86) 9182-3351
574720283,Cristiane Nicoletti Caruso,1980-08-04,5000-8000,(17) 8970-2749
438577953,Yuri Ambrosio Batista,2002-08-23,2000-5000,(31) 8041-2975
532694922,Vivian Fontes Paes,1976-03-14,12000+,(79) 7008-4397
349952321,Fernando Rossi Soares,1998-05-16,5000-8000,(19) 8152-1137
498402548,Cristina Watanabe Viana,1965-06-21,8000-12000,(13) 8804-2144
294461591,Juliano Girardi Varella,1980-04-21,0-2000,(21) 7634-8377
443303963,Andreia Milani Barbosa,1981-04-14,8000-12000,(17) 7701-8139
214315242,Thiago Queiroz Vilar,1990-10-22,0-2000,(86) 7791-8939
458028009,Katia Pelegrino Amorim,1988-01-15,12000+,(74) 7879-3918
386339770,Luciana Wainer Barros,1966-08-29,12000+,(21) 8111-4341
575432413,Guilherme Lozzano Bernardi,1977-10-28,8000-12000,(86) 9731-7772
320041141,Lucas Gonçalves Souza,1977-12-28,5000-8000,(21) 9054-9941
534539685,Vitor Eller Weiss,1987-08-07,8000-12000,(31) 8849-4649
462640178,Amanda Vieira Padovani,1993-12-16,8000-12000,(19) 8800-5155
473066358,Amabile Flora Oliveira,1987-04-20,8000-12000,(19) 7585-2858
243355842,Lucas Ferri Justi,1993-05-12,0-2000,(79) 8070-9992
291827592,Wilson Gentili Zardetto,1972-06-12,5000-8000,(19) 9165-1594
536591240,Lucia Ferrari Queiroz,1980-05-30,0-2000,(21) 8575-5974
581474176,Vitoria Bianchi Pelegrino,1998-08-12,0-2000,(15) 9082-9942
272749698,Joao Prado Freitas,1963-01-14,12000+,(19) 7492-6692
336804403,Rogerio Schmidt Uehara,1995-08-22,5000-8000,(86) 9166-4883
394774931,Sinezio Rocha Mantovani,1977-03-27,2000-5000,(31) 7666-7281
584360453,Pedro Teteshi Alves,1992-02-17,8000-12000,(86) 8528-1156
457642525,Lara Soares Lima,1999-11-29,12000+,(15) 9355-6691
435676117,Regina Ruberti Amaral,1965-08-04,0-2000,(19) 9680-1584
448090712,Julio Colombo Moreira,1967-09-02,12000+,(19) 9040-1615
305966522,Renata Barros Muller,1990-01-29,5000-8000,(31) 7267-5378
576599736,Zacarias Moreira Carvalho,1973-05-08,2000-5000,(31) 7544-5515
567157025,Daniele Silvestri Soares,1991-05-18,0-2000,(79) 7828-6553
252603432,Alessandra Ferreira da Silva,1989-10-05,2000-5000,(12) 7179-6238
547247294,Miquel Araujo Uehara,1963-06-28,5000-8000,(79) 7378-7939
434483803,Danilo Oliveira Villa,1999-05-16,2000-5000,(86) 9022-2514
433612339,Luiza Batista Santos,1975-04-27,12000+,(17) 8371-1275
425786141,Katia Mantovani Mello,1987-03-10,2000-5000,(13) 8717-5498
294844396,Gustavo Araujo Cardoso,2001-07-13,2000-5000,(17) 7564-9574
397445209,Barbara Castro Mendes,1981-04-19,0-2000,(79) 7175-4879
282901765,Renato Weiss Ferraz,1975-06-21,12000+,(19) 9074-1239
307039244,Beatriz Milani Amaral,1960-02-17,2000-5000,(15) 7178-7694
462641743,Daiane Fontes Simom,2001-03-31,5000-8000,(86) 7225-6626
407511001,Fabio Nogueira Ferri,1974-04-23,0-2000,(79) 8136-6521
404494966,Frederico Gomes Villasboas,1990-01-20,0-2000,(21) 9295-5979
412640911,Teresa Shutz Viana,2000-09-06,12000+,(17) 8955-1324
515602825,Daniele Castro Nardoni,1979-03-05,0-2000,(17) 7393-2756
500775176,Luciana Machado Gonçalves,2003-05-27,8000-12000,(79) 8153-7149
466624564,Paulo Simom Ambrosio,1971-11-26,5000-8000,(86) 8793-1138
317689278,Teresa Fonseca Nicoletti,1990-05-11,2000-5000,(15) 7393-8662
501244738,Alessandra Vilar Schneider,1980-10-31,5000-8000,(13) 7738-6425
408908002,Mario Villasboas Moreira,1981-10-07,8000-12000,(79) 8248-9559
256657169,Teresa Eller Okada,1991-08-27,0-2000,(17) 8238-6863
463756253,Simone Girardi Shutz,1986-09-27,12000+,(15) 8425-7144
375283742,Frederico Nunes Reis,1960-05-12,2000-5000,(17) 8424-9584
309221769,Juliano Barros Monteiro,1961-09-23,12000+,(16) 7018-2175
489703786,Poliana Camargo Toffoli,1960-03-24,2000-5000,(16) 7450-1221
454739912,Daniel Weiss Lombardi,1990-02-20,8000-12000,(16) 8006-9321
442973838,Simone Gomes Meirelles,1985-10-12,5000-8000,(86) 8356-5581
369425375,Amanda Soares Borges,2002-06-11,8000-12000,(79) 9744-2455
376206404,Cristina Garcia Moura,1989-06-24,0-2000,(19) 8444-2422
485065182,Thiago Pereira Fonseca,1991-08-17,5000-8000,(86) 7572-1964
510914107,Luiza Olimpio Castro,1980-12-09,5000-8000,(17) 9683-9347
457848041,Osvaldo Ruberti Ramos,2003-05-28,5000-8000,(19) 7193-8217
483222198,Leticia Andrade Ambrosio,1999-02-27,12000+,(74) 8654-2895
210628785,Tiago Schmidt Muller,1976-06-24,0-2000,(74) 9005-7576
457477643,Alexandre Lombardi Villasboas,1975-02-04,0-2000,(86) 8638-2287
510015009,Fabio Vieira Mello,1992-06-03,12000+,(74) 7037-5178
223354935,Carol Quaresma Medeiros,1981-07-04,2000-5000,(86) 7863-6484
391749493,Fabio Gonzalez Rocha,1963-07-03,8000-12000,(74) 7813-1152
371164132,Enrico Garcia Olimpio,1974-06-01,8000-12000,(12) 8452-4382
540256123,Marcelo Milani Schneider,1998-01-17,8000-12000,(15) 8579-2764
588683152,Valeska Fiore Araujo,1989-02-15,8000-12000,(19) 9886-6567
352786407,Juliana Almeida Nardoni,1968-05-14,0-2000,(79) 9850-7957
461000607,Brenda Cunha Prado,1991-04-18,5000-8000,(15) 8023-9146
330051701,Miquel Girardi Shutz,1984-03-13,0-2000,(15) 8522-5351
385937650,Joao Toffoli Lorenzetti,1989-12-12,12000+,(79) 9137-2626
597690120,Jennifer Mendes Arcuri,1989-04-01,8000-12000,(16) 8317-1773
446118314,Julio Stefanelli Shutz,1962-05-29,0-2000,(21) 7474-1963
515389827,Pedro Soares Lopes,1962-05-03,8000-12000,(21) 8686-4658
317822047,Leonardo Miranda Moraes,1971-12-08,0-2000,(16) 8117-7989
233921856,Danilo Souza Zucatelli,1972-10-20,12000+,(21) 7965-7829
269756437,Mario Carvalho Klein,1972-07-19,5000-8000,(17) 9285-3848
219705077,Roberto Moreno Machado,1972-06-14,12000+,(21) 7561-5454
567411976,Carla Ferraz Ferretti,1975-06-23,2000-5000,(86) 7169-9327
516933842,Marcelo Stefanelli Lorenzetti,1961-06-04,5000-8000,(19) 8444-4251
217952792,Poliana Nogueira Arcuri,1969-10-13,0-2000,(13) 8415-2993
347690313,Marcelo Ferretti Rossi,2001-01-01,0-2000,(19) 9525-8159
231666948,Tiago Meirelles Paes,1990-03-03,12000+,(17) 7532-5649
284056945,Tabata Teixeira Colombo,1963-11-03,8000-12000,(86) 7387-9415
342038124,Bruno Nascimento Meirelles,1964-07-16,0-2000,(79) 9323-3886
536740520,Marcia Ferretti Padovani,1972-08-12,5000-8000,(19) 8113-8829
439146156,Rita Colombo Meirelles,1982-05-01,8000-12000,(19) 9693-5538
418222229,Carol Vilar Pereira,1988-04-05,0-2000,(13) 8621-3191
512810851,Carol Toffoli Barros,2000-09-23,5000-8000,(15) 9900-3885
457466378,Frederico Santos Fontes,2001-05-18,8000-12000,(12) 9137-1474
348999896,Andreia Machado Girardi,1997-10-22,0-2000,(13) 8530-1611
278395199,Alexandre Cardoso Esteves,1970-10-03,8000-12000,(79) 7526-3794
370196504,Joao Lozzano Cardoso,1976-11-24,12000+,(21) 8103-4291
586612987,Bruno Teixeira Nunes,1997-09-15,5000-8000,(12) 8723-1811
524916265,Yuri Freitas Gentili,1995-05-19,5000-8000,(19) 7368-3375
396754699,Everton Justi Rocha,1966-03-29,2000-5000,(79) 8300-9887
401599435,Maria Marques Monteiro,1979-08-17,5000-8000,(19) 7776-6933
487800917,Wilson Mendes Quaresma,1998-12-09,0-2000,(86) 9212-3885
442712995,Rafael Rodrigues Varella,1984-09-15,12000+,(31) 7393-9382
516252212,Tabata Amorim Esteves,1967-11-14,8000-12000,(86) 9689-7338
226197679,Fernanda Menezes Weiss,1973-10-03,8000-12000,(13) 8505-5423
279555390,Breno Esteves Pinheiro,1990-12-19,5000-8000,(21) 7878-9964
549373525,Katia Moreira Gonzalez,1978-03-11,8000-12000,(12) 7721-1639
326989587,Juliano Monteiro Prado,1998-08-09,2000-5000,(21) 7362-5818
266205112,Tabata Arcuri Costa,1995-03-30,5000-8000,(15) 8732-9763
216247427,Carlos Moreno Pereira,1968-08-18,12000+,(31) 8943-4376
414792388,Miquel Teteshi Rizzo,1988-12-09,2000-5000,(17) 9522-5466
346970511,Nicole Queiroz Colombo,1980-10-30,2000-5000,(12) 9639-7521
259503348,Marcelo Shutz Perez,1988-09-30,12000+,(15) 8400-1582
379853542,Daniele Borges Fontes,1989-02-06,0-2000,(12) 9780-7424
515044364,Deisemara Miranda Rossi,1960-04-29,12000+,(79) 9087-4279
517824623,Sofia da Silva Uehara,1992-09-24,12000+,(86) 8938-5318
434393777,Gabriela Machado Ambrosio,1983-12-14,0-2000,(74) 9336-5166
496985020,Mariana Martinelli Uehara,1987-01-14,12000+,(86) 8383-8619
240062560,Cristina Vieira Gentili,1971-05-07,2000-5000,(17) 7773-7897
487555218,Julia Gomes Okada,1971-11-13,5000-8000,(15) 7375-4163
507873456,Luciana Ruberti Andrade,2001-10-02,5000-8000,(15) 9130-1856
476492238,Vitor Moreno Girardi,1969-11-04,8000-12000,(31) 7891-3454
224735224,Guilherme Garcia Okada,2003-03-31,5000-8000,(15) 8967-8216
235028706,Jorge Santos Cardoso,1996-02-27,8000-12000,(15) 8128-8447
456185346,Paulo Nicoletti Medeiros,1999-11-01,0-2000,(21) 8101-9186
442678261,Beatriz Gomes Sato,1978-06-14,8000-12000,(79) 8580-7474
452243932,Joao Colombo Barros,1976-07-03,12000+,(17) 9045-1357
301275324,Daiane Uehara Alves,1974-07-07,8000-12000,(16) 9677-9449
312546221,Thiago Eller Cunha,1983-01-08,12000+,(15) 7661-5789
454092624,Frederico Girardi Nardoni,1992-12-12,5000-8000,(86) 8450-4221
375965142,Almir Vilar Martins,2001-05-27,5000-8000,(16) 8877-9924
454079033,Deisemara Cunha Pereira,1994-11-01,2000-5000,(31) 7736-5666
435913838,Daniel Castro Muller,1978-11-04,8000-12000,(17) 8007-6528
389555919,Pablo Dias Costa,1984-05-26,5000-8000,(12) 9412-8112
550377721,Wilson Medeiros Nicoletti,1977-02-11,12000+,(16) 9476-9534
315458312,Daniel Martins Cunha,1986-05-24,8000-12000,(12) 8053-9682
406443337,Arthur Machado Esteves,1972-06-10,8000-12000,(15) 8329-4485
538261715,Fernando da Silva Rossi,1965-01-25,0-2000,(79) 8116-7837
308474531,Daniel Araujo Paes,1964-09-08,2000-5000,(16) 9745-9271
471679953,Luciane Nascimento Mello,1961-09-09,2000-5000,(79) 7801-1824
244450347,Rogerio Amorim Alves,1981-10-08,0-2000,(31) 7913-3617
403048562,Poliana Freitas Mantovani,1964-12-11,0-2000,(79) 9623-6754
422530471,Vitoria Ferrari Silvestri,1985-05-27,5000-8000,(17) 9673-2135
272509078,Nicole Costa Okada,1970-10-14,5000-8000,(21) 8824-5935
291664720,Everton Vilar Ambrosio,1961-08-11,12000+,(74) 7952-3176
460537511,Daniel Ramos Varella,1994-10-03,5000-8000,(31) 9506-8757
513641360,Valeska Oliveira Ambrosio,1987-04-25,2000-5000,(31) 7215-7559
459260381,Amabile Prado Girardi,2003-11-08,12000+,(12) 8163-2564
407622040,Fabio Santana Nogueira,1979-03-19,0-2000,(86) 8572-3116
519669543,Andreia Villasboas Menezes,1970-06-18,12000+,(86) 7209-9378
540190883,Carol Soares Amorim,1965-10-26,12000+,(21) 8741-3735
260045688,Bruno Amorim Medeiros,1977-05-01,8000-12000,(12) 9510-9369
579335606,Katia Zucatelli Muller,1985-09-16,12000+,(86) 7733-5687
228077005,Hiago Santana Barbosa,1976-02-27,12000+,(74) 8390-3229
464289239,Natalia Klein Simas,1989-08-12,2000-5000,(13) 8843-2483
335123868,Isabela Carvalho Ramos,1972-10-05,2000-5000,(21) 7949-8893
262358532,Maria Fernandes Schneider,1962-08-17,2000-5000,(16) 9826-3716
256074607,Luiza Teteshi Bianchi,1965-12-31,8000-12000,(21) 7087-9417
351390905,Heloisa Castro Schneider,1993-07-17,12000+,(12) 9121-9547
583656468,Airton Padovani Fiore,2000-11-22,0-2000,(86) 8708-1863
561549047,Julia Monteiro Romano,1992-10-06,5000-8000,(13) 8358-1655
597300234,Jennifer Shutz Pinheiro,1991-03-02,5000-8000,(17) 7745-5874
207597710,Roberto Esteves Shutz,1995-05-13,8000-12000,(12) 7261-9356
366614783,Danilo Barbosa Villasboas,1980-09-07,12000+,(12) 8753-1611
484105320,Airton Mantovani Gomes,1972-12-22,5000-8000,(12) 8929-7861
397016160,Mario Bernardi Garcia,1964-12-23,0-2000,(17) 8398-4958
542610527,Francisco Uehara Gonzalez,1990-01-05,8000-12000,(21) 9791-6521
515116844,Yuri Antonelli de Marchi,1961-03-18,5000-8000,(17) 8340-4967
261312707,Vinicius Leite Rodrigues,1963-04-29,5000-8000,(16) 8220-9453
503969800,Willian Nunes Ferretti,1982-03-08,8000-12000,(79) 8719-3546
226511008,Bruno Harper Batista,2003-02-13,2000-5000,(79) 9501-4587
549807829,Amanda Paes Ferri,1983-01-05,2000-5000,(17) 8576-4176
552392580,Nicole Zucatelli Barros,1976-06-19,5000-8000,(19) 8746-7444
281483302,Roberto Fonseca Prado,1983-08-04,5000-8000,(16) 7469-3976
324342651,Julia Zucatelli Santos,2003-11-16,2000-5000,(86) 9307-3727
583355565,Heloisa Prado Teteshi,1988-09-17,8000-12000,(79) 7732-2818
380774278,Lara Ferreira Carvalho,1966-06-28,0-2000,(79) 9210-1189
467065420,Beatriz Okada Lorenzetti,1973-08-24,0-2000,(86) 9880-1527
361420271,Thiago Flora Caruso,1976-01-24,12000+,(86) 7096-4493
340386697,Arthur Fernandes Lima,1997-10-11,0-2000,(86) 8775-1854
211516300,Daniele Moura Uehara,1998-11-22,0-2000,(13) 8474-9631
295033307,Renata Reis Medeiros,1998-02-21,12000+,(16) 9842-3791
388647067,Marta Morelli Gomes,1987-02-21,8000-12000,(15) 8076-9872
288338372,Rita Carvalho Shutz,1987-12-29,2000-5000,(15) 9523-7989
208894580,Isabela Costa Freitas,1994-09-28,0-2000,(21) 8717-1512
517306210,Osvaldo Perez Melo,1972-02-29,0-2000,(86) 8774-4437
494863420,Natalia Rizzo Ruberti,1979-07-23,5000-8000,(13) 7459-7863
208394586,Rafael Romano Bastos,1983-01-10,8000-12000,(21) 9374-5945
511766961,Raquel Pereira Moraes,1996-12-12,0-2000,(16) 7943-6368
561079087,Eduardo Nicoletti Cardoso,1977-10-02,8000-12000,(17) 8607-8413
497847255,Alberto Nunes Justi,1975-10-09,12000+,(21) 7755-3278
591836858,Enrico Prado Weiss,1990-08-28,8000-12000,(15) 9857-6671
502545801,Rogerio Campos Nunes,1985-08-31,8000-12000,(12) 9504-2442
338642669,Renata Araujo Bernardi,1989-03-19,0-2000,(31) 9563-4221
324794456,Pedro Moreno Bezerra,1985-02-16,5000-8000,(86) 8014-7271
274782030,Heloisa Campos Harper,1973-08-13,0-2000,(21) 9509-8712
347216209,Almir Soares Queiroz,1995-07-31,8000-12000,(15) 7302-9161
590559339,Regina Borges Ferri,1982-05-31,2000-5000,(86) 9619-2816
299923067,Lara Luca Borges,1994-07-05,2000-5000,(31) 7979-1295
245858837,Leticia Zardetto Almeida,1966-05-18,2000-5000,(12) 8797-7967
487687180,Cristina Padovani Souza,1974-06-02,0-2000,(74) 8079-5713
575096093,Augusto Teles Campos,1987-03-14,12000+,(13) 9677-4111
556502128,Giulia Amaral Watanabe,1975-12-06,5000-8000,(15) 8040-3128
288179547,Carlos Cunha Melo,1965-08-19,8000-12000,(19) 7959-4354
449718360,Lucas Martins Nardoni,1977-11-03,0-2000,(86) 8260-4146
202487547,Carla Nicoletti Justi,1995-07-06,2000-5000,(13) 8911-7245
556260191,Valeska Ferraz Lima,1979-04-06,8000-12000,(86) 7323-5478
433895707,Carlos Bastos Uehara,1976-08-18,0-2000,(31) 8625-7338
397081622,Teresa Wainer Gomes,1997-03-27,0-2000,(15) 7626-6657
564359904,Etori Oliveira Costa,1998-12-05,2000-5000,(79) 9731-2481
429794038,Gabriela Ribeiro Moura,1986-09-16,12000+,(79) 8525-7246
468892564,Brenda Nunes Ferrari,1991-11-29,12000+,(79) 7102-8638
234312482,Fernando Lombardi Castro,1995-05-18,0-2000,(15) 8939-6154
207868633,Carla Zardetto Castro,1979-07-26,2000-5000,(12) 9489-7158
421324195,Andreia Klein Soares,1985-07-08,8000-12000,(19) 8712-4228
229406447,Zacarias Olimpio Martinelli,1987-11-11,8000-12000,(19) 9506-8397
